50
(0 , 1, 4651819)
(0 , 3, 6025051)
(0 , 5, 31783240)
(0 , 6, 12966417)
(0 , 9, 27735352)
(0 , 12, 13609552)
(0 , 13, 34446368)
(0 , 15, 2502695)
(0 , 17, 2884639)
(0 , 18, 21728355)
(0 , 19, 29395918)
(0 , 21, 34324041)
(0 , 22, 12566716)
(0 , 23, 32398847)
(0 , 24, 32673729)
(0 , 27, 44043829)
(0 , 29, 13425383)
(0 , 30, 4495325)
(0 , 31, 4206103)
(0 , 32, 15529012)
(0 , 33, 45799018)
(0 , 34, 25034604)
(0 , 35, 13147041)
(0 , 37, 28174204)
(0 , 38, 35668709)
(0 , 40, 26601557)
(0 , 42, 6998703)
(0 , 43, 45973503)
(0 , 45, 9653829)
(0 , 46, 38682964)
(0 , 47, 42126912)
(0 , 49, 40494667)
(1 , 3, 9737947)
(1 , 4, 12556901)
(1 , 5, 20495626)
(1 , 6, 8388264)
(1 , 7, 36799188)
(1 , 8, 49331431)
(1 , 9, 30808155)
(1 , 10, 33166881)
(1 , 12, 30752348)
(1 , 14, 3504950)
(1 , 16, 20780761)
(1 , 18, 25580214)
(1 , 19, 9484833)
(1 , 21, 11539648)
(1 , 23, 28821349)
(1 , 25, 33694743)
(1 , 26, 46034771)
(1 , 27, 10565256)
(1 , 28, 46020715)
(1 , 29, 3496167)
(1 , 30, 2173355)
(1 , 31, 3129146)
(1 , 35, 5832000)
(1 , 36, 22359650)
(1 , 37, 12962054)
(1 , 38, 15515943)
(1 , 39, 20972522)
(1 , 41, 6339508)
(1 , 43, 18410314)
(1 , 45, 36343394)
(1 , 47, 35424925)
(1 , 48, 210366)
(1 , 49, 36128308)
(2 , 6, 14383415)
(2 , 7, 37487897)
(2 , 8, 17921510)
(2 , 9, 46959750)
(2 , 10, 36679048)
(2 , 11, 23872459)
(2 , 13, 26482908)
(2 , 14, 25962701)
(2 , 15, 4480461)
(2 , 17, 26367328)
(2 , 18, 42575064)
(2 , 19, 33836297)
(2 , 20, 14833471)
(2 , 21, 25157687)
(2 , 22, 47480581)
(2 , 23, 22408717)
(2 , 25, 22795130)
(2 , 26, 15796292)
(2 , 28, 25978444)
(2 , 29, 14322367)
(2 , 30, 28064996)
(2 , 31, 23672502)
(2 , 32, 39471057)
(2 , 33, 22485958)
(2 , 35, 36905349)
(2 , 36, 15954311)
(2 , 37, 30326471)
(2 , 38, 2738968)
(2 , 40, 6572233)
(2 , 41, 23247433)
(2 , 42, 46174202)
(2 , 44, 8589576)
(2 , 45, 29821127)
(2 , 46, 20631846)
(2 , 47, 23137368)
(2 , 48, 28794888)
(2 , 49, 7328834)
(3 , 4, 40007082)
(3 , 5, 2908952)
(3 , 6, 23489548)
(3 , 7, 21124657)
(3 , 8, 637060)
(3 , 9, 16473382)
(3 , 10, 7472162)
(3 , 11, 9280191)
(3 , 13, 3204413)
(3 , 14, 28049983)
(3 , 15, 4385961)
(3 , 17, 9899358)
(3 , 18, 5064322)
(3 , 19, 38970412)
(3 , 20, 37553704)
(3 , 22, 14597322)
(3 , 24, 6851617)
(3 , 26, 44483009)
(3 , 27, 12916839)
(3 , 30, 15847890)
(3 , 31, 11353624)
(3 , 32, 30673091)
(3 , 34, 1145634)
(3 , 35, 19335555)
(3 , 36, 44885813)
(3 , 37, 35284655)
(3 , 38, 44905371)
(3 , 39, 19191530)
(3 , 40, 30553291)
(3 , 42, 27438996)
(3 , 43, 12441369)
(3 , 44, 9708162)
(3 , 46, 49987197)
(3 , 47, 13329059)
(3 , 48, 14706168)
(3 , 49, 27922665)
(4 , 5, 21429050)
(4 , 6, 12937216)
(4 , 7, 6131815)
(4 , 8, 1420319)
(4 , 9, 21819014)
(4 , 10, 240369)
(4 , 12, 19309010)
(4 , 13, 21572506)
(4 , 14, 38003473)
(4 , 16, 14483373)
(4 , 18, 35795599)
(4 , 21, 15784885)
(4 , 25, 23712868)
(4 , 26, 12620855)
(4 , 27, 4749730)
(4 , 29, 49714566)
(4 , 31, 49446252)
(4 , 32, 40779223)
(4 , 35, 40664921)
(4 , 37, 10256838)
(4 , 40, 882754)
(4 , 42, 2231397)
(4 , 45, 14679965)
(4 , 46, 25621288)
(4 , 47, 47873272)
(4 , 48, 13557623)
(4 , 49, 18189050)
(5 , 6, 11271573)
(5 , 7, 13757908)
(5 , 8, 40692159)
(5 , 9, 28070008)
(5 , 10, 36579775)
(5 , 11, 28519498)
(5 , 13, 12868630)
(5 , 14, 36226442)
(5 , 16, 43731002)
(5 , 19, 18920873)
(5 , 20, 4907330)
(5 , 22, 43652699)
(5 , 23, 45731831)
(5 , 26, 2481487)
(5 , 29, 1206256)
(5 , 30, 47374841)
(5 , 32, 45233712)
(5 , 33, 42960160)
(5 , 34, 32873221)
(5 , 35, 19880883)
(5 , 36, 46898332)
(5 , 37, 39146878)
(5 , 38, 20816932)
(5 , 39, 17565122)
(5 , 41, 46179430)
(5 , 45, 39692914)
(5 , 46, 20309053)
(5 , 49, 18752874)
(6 , 8, 6954716)
(6 , 10, 32185413)
(6 , 14, 15277846)
(6 , 15, 42590181)
(6 , 16, 48481299)
(6 , 17, 19110511)
(6 , 18, 2900914)
(6 , 19, 4367739)
(6 , 21, 18099501)
(6 , 23, 47563306)
(6 , 26, 9422365)
(6 , 27, 24757510)
(6 , 30, 36724888)
(6 , 32, 14699741)
(6 , 33, 17783141)
(6 , 34, 22473964)
(6 , 35, 21855803)
(6 , 36, 1168913)
(6 , 37, 29160984)
(6 , 38, 15023725)
(6 , 39, 40327076)
(6 , 40, 12333856)
(6 , 42, 15278876)
(6 , 45, 48488094)
(6 , 46, 46967819)
(6 , 47, 45983051)
(7 , 8, 26524933)
(7 , 11, 12255307)
(7 , 13, 26455442)
(7 , 14, 22074649)
(7 , 15, 25740216)
(7 , 16, 41704083)
(7 , 18, 19946924)
(7 , 19, 18955312)
(7 , 20, 18388240)
(7 , 21, 43065143)
(7 , 22, 2469678)
(7 , 23, 20831958)
(7 , 24, 4334852)
(7 , 25, 4604875)
(7 , 26, 44879452)
(7 , 27, 8122026)
(7 , 28, 6250788)
(7 , 29, 34397309)
(7 , 30, 24406209)
(7 , 34, 10449213)
(7 , 35, 41375963)
(7 , 36, 38646)
(7 , 37, 3427867)
(7 , 38, 45258025)
(7 , 39, 46984149)
(7 , 40, 17636808)
(7 , 41, 9512451)
(7 , 42, 2052038)
(7 , 44, 2599891)
(7 , 46, 34105876)
(7 , 49, 14213011)
(8 , 9, 25902771)
(8 , 10, 17147924)
(8 , 11, 23329035)
(8 , 13, 4008796)
(8 , 14, 40060802)
(8 , 15, 23064441)
(8 , 16, 15257824)
(8 , 17, 28452909)
(8 , 18, 17821459)
(8 , 20, 24676125)
(8 , 22, 21644592)
(8 , 23, 19240288)
(8 , 24, 46180771)
(8 , 25, 39165902)
(8 , 27, 8358839)
(8 , 28, 812179)
(8 , 29, 3642194)
(8 , 30, 5226669)
(8 , 31, 7922470)
(8 , 32, 14874224)
(8 , 34, 45012770)
(8 , 35, 38913616)
(8 , 36, 9623499)
(8 , 37, 1045965)
(8 , 39, 40208048)
(8 , 42, 11219496)
(8 , 44, 2341410)
(8 , 45, 23398489)
(8 , 46, 45055244)
(8 , 48, 40989164)
(8 , 49, 34892412)
(9 , 10, 30486966)
(9 , 12, 10512947)
(9 , 13, 8401389)
(9 , 16, 9704980)
(9 , 18, 18696708)
(9 , 19, 44640917)
(9 , 21, 44137144)
(9 , 22, 955141)
(9 , 25, 9046160)
(9 , 26, 32358937)
(9 , 27, 3662631)
(9 , 28, 28501553)
(9 , 30, 18108234)
(9 , 31, 40349856)
(9 , 32, 45770483)
(9 , 33, 26558354)
(9 , 36, 47539776)
(9 , 38, 13922361)
(9 , 39, 11730667)
(9 , 40, 2750776)
(9 , 41, 47134552)
(9 , 43, 48230061)
(9 , 45, 7575494)
(9 , 48, 41849641)
(9 , 49, 323804)
(10 , 11, 12607965)
(10 , 12, 8466097)
(10 , 14, 47981090)
(10 , 15, 34972276)
(10 , 16, 2758568)
(10 , 17, 6805014)
(10 , 18, 17683428)
(10 , 20, 23743843)
(10 , 21, 5666787)
(10 , 22, 44933869)
(10 , 23, 4002131)
(10 , 24, 31253093)
(10 , 25, 43121070)
(10 , 28, 21811911)
(10 , 29, 11454015)
(10 , 30, 5931076)
(10 , 31, 38311258)
(10 , 32, 22759789)
(10 , 34, 14436585)
(10 , 36, 17866523)
(10 , 37, 44046998)
(10 , 40, 28572475)
(10 , 41, 27685162)
(10 , 43, 28460323)
(10 , 44, 41632711)
(10 , 46, 8673381)
(10 , 47, 31632289)
(10 , 48, 20290012)
(11 , 12, 3418731)
(11 , 13, 16909445)
(11 , 14, 37922202)
(11 , 15, 5098815)
(11 , 16, 4076523)
